TCP x,TCP y,TCP z,eef x,eef y,eef z,Cr(rzyz),Pitch(rzyz),Roll(rzyz),Manipulability,Waist_Roll,Waist_Pitch,RShoulder_Pitch,RShoulder_Roll,RElbow_Pitch,RElbow_Yaw,RWrist_Pitch,RWrist_Roll
0.259,-0.44999999999999996,0.7,0.18192536085066632,-0.3729253608506663,0.69999999999999996,-45,90.0,-90.0,0.067149405716751417,0.25142260818163475,-0.08493740010994229,-0.4793104243388731,1.3304280650771132,-0.9246806215648488,1.3567583045074196,-2.8215408853719026,-0.20099491537551514
0.259,-0.44999999999999996,0.7,0.16460323098749619,-0.39549999999999996,0.69999999999999996,-30,90.0,-90.0,0.072101010730728193,0.2763192775682353,0.012322546422444292,-0.45418666936937946,1.2176846427983319,-0.8842059966985373,1.2427419566985591,-2.8267025102566956,-0.4552644197901928
0.259,-0.44999999999999996,0.7,0.15371408493449157,-0.42178872408382517,0.69999999999999996,-15,90.0,-90.0,0.066021274540682948,0.17539067316068518,-0.37244658411022374,-0.19766927038206067,1.035332507870478,-1.0952889714427134,1.3273133152296979,2.826537865349922,-0.8102137566146081
0.259,-0.44999999999999996,0.7,0.14999999999999997,-0.44999999999999996,0.69999999999999996,0,90.0,-90.0,0.069447696091178165,0.26410156623240605,-0.2714799140186731,-0.05129825195608556,0.8088984196280185,-0.9366535462760232,1.2910441918421505,2.6822732620174317,-0.8901213186100424
0.20900000000000002,-0.39999999999999997,0.75,0.20900000000000002,-0.29099999999999993,0.75,-90,90.0,-90.0,0.052280649225686621,-0.2170070649279442,-0.47830722645244567,-0.31194282942314855,1.4686238784520727,-0.8103417564130923,1.4482215450574794,2.8020975570662987,0.72972881292996
0.20900000000000002,-0.39999999999999997,0.75,0.18078872408382526,-0.29471408493449153,0.75,-75,90.0,-90.0,0.050002410519379474,-0.1417589871920364,-0.3909018710381477,-0.16150721640202492,1.454777114155374,-0.7907806442787774,1.5476742621695707,2.7979819656185985,0.5107687203566672
0.20900000000000002,-0.39999999999999997,0.75,0.1545,-0.30560323098749614,0.75,-60,90.0,-90.0,0.065912253840703039,-0.20430428926212052,-0.4562162247443061,2.3837826423565134,-1.6119159580361664,1.3727819952140374,1.4606089476614819,-2.817965751940864,-0.6670719845645942
0.20900000000000002,-0.39999999999999997,0.75,0.13192536085066633,-0.32292536085066625,0.75,-45,90.0,-90.0,0.062057792323747446,-0.12061874898369884,-0.35303915376140266,2.486761929334756,-1.5594988443143427,1.4216136778236017,1.4795156336223996,-2.8254320939704147,-0.9036275195276117
0.20900000000000002,-0.39999999999999997,0.75,0.11460323098749618,-0.34549999999999997,0.75,-30,90.0,-90.0,0.056230206251868683,-0.1427986360852159,-0.4374179349289759,-0.15991049249933564,1.3970680118175443,-1.2610036285948594,1.3463044626452183,2.7832160017827094,-0.7747112621427839
0.20900000000000002,-0.39999999999999997,0.75,0.10371408493449158,-0.37178872408382518,0.75,-15,90.0,-90.0,0.094529328285920547,0.22034275468922068,0.48193599735318493,2.778710573462986,-0.5497806051207663,-2.431161119590405,1.0987737119442698,2.1999994142875123,0.17460521351592131
0.20900000000000002,-0.39999999999999997,0.75,0.099999999999999992,-0.39999999999999997,0.75,0,90.0,-90.0,0.094580284008509152,0.2658977483782061,0.43053082609567805,2.7317908364537624,-0.4186598769076038,-2.4218310334869617,1.151051595870763,2.152140978154039,-0.13204336269461228
0.20900000000000002,-0.39999999999999997,0.75,0.10371408493449158,-0.42821127591617475,0.75,15,90.0,-90.0,0.082293022628043319,0.22562801469697455,0.4762550462905527,-0.4754783517482245,0.6553762597705269,0.3541431553439402,0.6866044786144085,2.536565304396284,-0.7755992934580096
0.20900000000000002,-0.39999999999999997,0.75,0.11460323098749618,-0.45449999999999996,0.75,30,90.0,-90.0,0.084352335788171487,0.2917473054743547,0.17357450546858663,-0.036202236691248064,0.33846216578634597,-0.05401011039415649,1.1768999494583139,2.252392871413096,-0.9289200084678476
0.15900000000000003,-0.44999999999999996,0.8,0.15900000000000003,-0.34099999999999991,0.80000000000000004,-90,90.0,-90.0,0.068969201286219306,-0.15433884403539025,-0.22632465999101659,2.266076563134626,-1.4052500253678155,1.4134846077252678,1.3294959432704454,-2.45419693070301,-0.07388680109761957
0.15900000000000003,-0.44999999999999996,0.8,0.13078872408382528,-0.34471408493449152,0.80000000000000004,-75,90.0,-90.0,0.064793805361451365,-0.1324504420293509,-0.10730803610069957,2.4016717970277752,-1.4029144567467289,1.4640350477704624,1.3147797537707995,-2.4838586072466784,-0.2922276261052975
0.15900000000000003,-0.44999999999999996,0.8,0.10450000000000001,-0.35560323098749613,0.80000000000000004,-60,90.0,-90.0,0.062762958356725199,-0.10424123817157997,0.021876798065532495,2.5120631144761414,-1.3643364118486356,1.519680701252402,1.269740946136824,-2.4782957728866437,-0.5042355958135741
0.15900000000000003,-0.44999999999999996,0.8,0.081925360850666346,-0.3729253608506663,0.80000000000000004,-45,90.0,-90.0,0.063892749504281032,-0.07376974132133786,0.1471227666000082,2.589036886796667,-1.2888722574916271,1.5752633231830964,1.188144478592655,-2.44576155158945,-0.7172482671362561
0.15900000000000003,-0.44999999999999996,0.8,0.064603230987496194,-0.39549999999999996,0.80000000000000004,-30,90.0,-90.0,0.0666181777752443,-0.040556309342644745,0.2510485647404876,2.627807162097071,-1.1821305846811323,1.6297686721452613,1.0752012728447504,-2.4041054847085634,-0.9359266199843023
0.15900000000000003,-0.44999999999999996,0.8,0.05371408493449159,-0.42178872408382517,0.80000000000000004,-15,90.0,-90.0,0.078369793503237792,-0.023856608199389645,0.47749873110972485,-0.14894744995874523,0.7145001567939879,-0.2753072966342284,0.6089163398803829,2.6823152273674595,-0.544013422501424
0.15900000000000003,-0.44999999999999996,0.8,0.050000000000000003,-0.44999999999999996,0.80000000000000004,0,90.0,-90.0,0.074644409563280778,0.036983711113957284,0.4282306741045396,-0.19329035401956474,0.5995243731006784,-0.23339253717388778,0.598668480075597,2.621700657915007,-0.8573838419160101
0.15900000000000003,-0.44999999999999996,0.8,0.05371408493449159,-0.47821127591617474,0.80000000000000004,15,90.0,-90.0,0.073068427697932259,0.20279682577184996,0.41216989689310474,-0.5185028299775081,0.2030676046622072,0.6898600600604619,0.8652694046129813,1.9969001741290742,-0.8415923114997582
0.259,-0.49999999999999994,0.7,0.25900000000000001,-0.3909999999999999,0.69999999999999996,-90,90.0,-90.0,0.068703915069716986,0.16311042184086627,-0.4801875318918987,-0.9981517671338569,1.2946774073455392,-1.2523272860752739,1.3146670151232087,-2.685638052831145,0.262631058857996
0.259,-0.49999999999999994,0.7,0.23078872408382525,-0.3947140849344915,0.69999999999999996,-75,90.0,-90.0,0.067466473985661274,0.19668822352342116,-0.37941485697169164,-0.8476922250070711,1.2842599967877937,-1.2071901108594958,1.3363373018684572,-2.73774170707809,0.03567044667764246
0.259,-0.49999999999999994,0.7,0.20449999999999999,-0.40560323098749612,0.69999999999999996,-60,90.0,-90.0,0.066746743770545125,0.23438504030757218,-0.26884671042588953,-0.725908674681108,1.2365173407567671,-1.1526379823301156,1.314489123167193,-2.766863375887576,-0.18760374728111295
0.259,-0.49999999999999994,0.7,0.18192536085066632,-0.42292536085066623,0.69999999999999996,-45,90.0,-90.0,0.067308287224017438,0.27133651338145864,-0.16105234839417934,-0.6447002227661989,1.152288513254804,-1.090461311566807,1.2472299920649625,-2.7833479871875166,-0.41181093057815893
0.259,-0.49999999999999994,0.7,0.16460323098749619,-0.44549999999999995,0.69999999999999996,-30,90.0,-90.0,0.070758739920068522,0.2728209135538875,-0.2771819703887565,-0.057314907111603725,0.7719147330654924,-0.8425086516394774,1.3134792521319925,2.640239826558537,-0.26788235106209457
0.259,-0.49999999999999994,0.7,0.15371408493449157,-0.47178872408382516,0.69999999999999996,-15,90.0,-90.0,0.065270197999360985,0.2656188826855406,-0.289600461720696,-0.22108899698924483,0.7573435056730633,-1.0078840667090538,1.127267182399481,2.8019923513911182,-0.7863467795622304
0.409,-0.3,0.75,0.35449999999999993,-0.20560323098749617,0.75,-60,90.0,-90.0,0.078168976119847591,0.25471329495977013,-0.2248064119940955,-1.0407464183096025,1.7266500954069568,-0.37769244174049005,0.8638739004910944,-2.5135644876021237,0.8632677212601505
0.409,-0.3,0.75,0.33192536085066626,-0.2229253608506663,0.75,-45,90.0,-90.0,0.088469405858482217,0.07833757131039959,-0.2680783074901683,-0.8560834268472102,1.2203376639895194,0.3513794580023672,1.0636535120456216,2.7425020418663917,0.9011778315893604
0.409,-0.3,0.75,0.31460323098749615,-0.2455,0.75,-30,90.0,-90.0,0.09157430715413474,0.12383323111482332,-0.2011070203867898,-0.8238910858000021,1.1261584558456754,0.4185038126662785,1.0629532833575306,2.674584009455212,0.6359003259256308
0.409,-0.3,0.75,0.30371408493449153,-0.27178872408382521,0.75,-15,90.0,-90.0,0.092950179925864726,0.16258672176662056,-0.1614359906868032,-0.8241895033491181,1.0211452344293213,0.47823550451852975,1.063345107810805,2.5970662367645216,0.3524933029357031
0.409,-0.3,0.75,0.29999999999999993,-0.29999999999999999,0.75,0,90.0,-90.0,0.091611480052309166,0.19498277010877121,-0.15664871836509867,-0.8588866499301155,0.9094739866121371,0.5310560211885006,1.0663870876634143,2.515950846755483,0.05340720833632545
0.409,-0.3,0.75,0.30371408493449153,-0.32821127591617477,0.75,15,90.0,-90.0,0.087363221382692563,0.22242337626014674,-0.18647090835811747,-0.9269483321386671,0.797317922537143,0.5750793278920071,1.0726213032197922,2.437971040001461,-0.25298156019640095
0.409,-0.3,0.75,0.31460323098749615,-0.35449999999999998,0.75,30,90.0,-90.0,0.080278040559535149,0.2407055212718827,-0.25182550441231966,-1.0273452046278513,0.6884908394933308,0.6096813749709526,1.0756324274099995,2.359144406044445,-0.5712401841521058
0.409,-0.3,0.75,0.33192536085066626,-0.3770746391493337,0.75,45,90.0,-90.0,0.071072616655739523,0.24571364834802223,-0.34911874930007,-1.1561771041024125,0.5887515272073605,0.6355143233865895,1.0722415129864724,2.2835573755348824,-0.8964834859690834
0.45899999999999996,-0.35,0.75,0.43078872408382518,-0.24471408493449154,0.75,-75,90.0,-90.0,0.067408154992475308,0.23276593498111411,-0.4848909703771899,-1.46784735700201,1.6944313251433627,-0.6864063092735457,0.8556754918518666,-2.3059945762358285,0.8931283031755404
0.45899999999999996,-0.35,0.75,0.40449999999999997,-0.25560323098749616,0.75,-60,90.0,-90.0,0.068345962590570825,0.22401939687122016,-0.431400365210115,-1.3547305824069538,1.700178744317188,-0.7318758102574163,0.9696589047653374,-2.307230443846047,0.5401848784694346
