old 90,new 90,old 180,new 180
0.829610261,0.175170249,1.4471104,0.215336759
0.727110616,0.14854078,1.440808972,0.284887796
0.729903088,0.121198275,1.619100205,0.249629275
0.428206849,0.12503436,1.778312828,0.240909108
0.541635698,0.127133936,0.81543002,0.215174822
0.902573678,0.143267467,0.810275334,0.23600606
0.563414428,0.12148446,0.835965456,0.210790069
0.828447972,0.149662963,1.911989343,0.24415957
0.699417357,0.142031538,0.756883149,0.277154149
0.9071363,0.170151106,1.604801147,0.226664036
0.390470289,0.123910237,1.248297872,0.24871432
0.738307458,0.140059047,1.109126763,0.253869433
0.91926704,0.148025163,1.088110518,0.245235241
0.385013253,0.147239853,0.944735799,0.213071352
0.68008402,0.148585648,0.762057633,0.285929761
0.882172151,0.139398883,0.921287483,0.220635245
0.752454235,0.122209622,1.264823823,0.289792798
0.746587702,0.122906409,0.646692747,0.222879647
0.797007538,0.172239526,0.904116682,0.226907796
0.700119554,0.124427067,1.140476805,0.236224174
0.611407785,0.126446366,1.206612233,0.265525713
0.509672754,0.145700763,1.63429326,0.240314851
