0.1,-0.44,0.8,0,-0.0502346,0.727834,-0.741048,0.887417,-0.541794,0.960825,0.353692,0.0151625
0.1,-0.44,0.8,0.174533,-0.0502346,0.727834,-0.741048,0.887417,-0.541794,1.13536,3.16202e-322,0.0151625
0.1,-0.44,0.8,0.349066,-0.0502346,0.727834,-0.741048,0.887417,-0.541794,1.30989,3.16202e-322,0.0151625
0.1,-0.44,0.8,0.523599,-0.0502346,0.727834,-0.741048,0.887417,-0.541794,1.48442,3.16202e-322,0.0151625
0.1,-0.44,0.8,0.698132,-0.0502346,0.727834,-0.741048,0.887417,-0.541794,1.65896,3.16202e-322,0.0151625
0.1,-0.44,0.8,0.872665,-0.0502346,0.727834,-0.741048,0.887417,-0.541794,1.83349,3.16202e-322,0.0151625
0.1,-0.44,0.8,1.0472,-0.0502346,0.727834,-0.741048,0.887417,-0.541794,2.00802,3.16202e-322,0.0151625
0.1,-0.44,0.8,1.22173,-0.0502346,0.727834,-0.741048,0.887417,-0.541794,2.18256,3.16202e-322,0.0151625
0.1,-0.44,0.8,1.39626,-0.0502346,0.727834,-0.741048,0.887417,-0.541794,2.35709,0.405739,0.0151625
0.1,-0.41,0.8,0,0.202212,0.745169,-0.637989,1.18714,-0.772063,0.707065,3.16202e-322,0.0316079
0.1,-0.41,0.8,0.174533,0.202212,0.745169,-0.63799,1.18714,-0.772063,0.881598,0.454698,0.0316078
0.1,-0.41,0.8,0.349066,0.202212,0.745169,-0.63799,1.18714,-0.772063,1.05613,3.16202e-322,0.0316078
0.1,-0.41,0.8,0.523599,0.202212,0.745169,-0.63799,1.18714,-0.772063,1.23066,3.16202e-322,0.0316078
0.1,-0.41,0.8,0.698132,0.202212,0.745169,-0.63799,1.18714,-0.772063,1.4052,0.0616504,0.0316078
0.1,-0.41,0.8,0.872665,0.202212,0.745169,-0.63799,1.18714,-0.772063,1.57973,0.122834,0.0316078
0.1,-0.41,0.8,1.0472,0.202212,0.745169,-0.63799,1.18714,-0.772063,1.75426,0.183083,0.0316078
0.1,-0.41,0.8,1.22173,0.202212,0.745169,-0.63799,1.18714,-0.772063,1.9288,0.241939,0.0316078
0.1,-0.41,0.8,1.39626,0.202212,0.745169,-0.63799,1.18714,-0.772063,2.10333,0.298953,0.0316078
0.1,-0.38,0.8,0,0.339667,0.781646,-0.593868,1.42278,-0.834251,0.517314,0.353692,0.0405654
0.1,-0.38,0.8,0.174533,0.339666,0.781647,-0.59387,1.42278,-0.83425,0.691849,0.405739,0.0405654
0.1,-0.38,0.8,0.349066,0.339666,0.781647,-0.59387,1.42278,-0.83425,0.866382,0.454698,0.0405654
0.1,-0.38,0.8,0.523599,0.339666,0.781647,-0.59387,1.42278,-0.83425,1.04091,2.59838e-06,0.0405654
0.1,-0.38,0.8,0.698132,0.339666,0.781647,-0.59387,1.42278,-0.83425,1.21545,0.0616504,0.0405654
0.1,-0.38,0.8,0.872665,0.339666,0.781647,-0.59387,1.42278,-0.83425,1.38998,0.122834,0.0405654
0.1,-0.38,0.8,1.0472,0.339666,0.781647,-0.59387,1.42278,-0.83425,1.56451,0.183083,0.0405654
0.1,-0.38,0.8,1.22173,0.339666,0.781647,-0.59387,1.42278,-0.83425,1.73905,0.241939,0.0405654
0.1,-0.38,0.8,1.39626,0.339666,0.781647,-0.59387,1.42278,-0.83425,1.91358,0.298953,0.0405654
0.1,-0.35,0.8,0,0.423672,0.816225,-0.537589,1.61989,-0.843049,0.34586,0.353692,0.0455274
0.1,-0.35,0.8,0.174533,0.423672,0.816225,-0.537589,1.61989,-0.843049,0.520393,0.405739,0.0455274
0.1,-0.35,0.8,0.349066,0.423672,0.816225,-0.537589,1.61989,-0.843049,0.694926,0.454698,0.0455274
0.1,-0.35,0.8,0.523599,0.423672,0.816225,-0.537589,1.61989,-0.843049,0.869459,2.59838e-06,0.0455274
0.1,-0.35,0.8,0.698132,0.423672,0.816225,-0.537589,1.61989,-0.843049,1.04399,0.0616504,0.0455274
0.1,-0.35,0.8,0.872665,0.423672,0.816225,-0.537589,1.61989,-0.843049,1.21852,0.122834,0.0455274
0.1,-0.35,0.8,1.0472,0.423672,0.816225,-0.537589,1.61989,-0.843049,1.39306,0.183083,0.0455274
0.1,-0.35,0.8,1.22173,0.423672,0.816225,-0.537589,1.61989,-0.843049,1.56759,0.241939,0.0455274
0.1,-0.35,0.8,1.39626,0.423672,0.816225,-0.537589,1.61989,-0.843049,1.74212,0.298953,0.0455274
0.1,-0.32,0.8,0,0.471832,0.841409,-0.455217,1.78784,-0.822556,0.177526,0.353692,0.0475942
0.1,-0.32,0.8,0.174533,0.471832,0.841409,-0.455217,1.78784,-0.822556,0.352059,0.405739,0.0475942
0.1,-0.32,0.8,0.349066,0.471832,0.841409,-0.455217,1.78784,-0.822556,0.526592,0.454698,0.0475942
0.1,-0.32,0.8,0.523599,0.471832,0.841409,-0.455217,1.78784,-0.822556,0.701124,2.59838e-06,0.0475942
0.1,-0.32,0.8,0.698132,0.471832,0.841409,-0.455217,1.78784,-0.822556,0.875657,0.0616504,0.0475942
0.1,-0.32,0.8,0.872665,0.471832,0.841409,-0.455217,1.78784,-0.822556,1.05019,0.122834,0.0475942
0.1,-0.32,0.8,1.0472,0.471832,0.841409,-0.455217,1.78784,-0.822556,1.22472,0.183083,0.0475942
0.1,-0.32,0.8,1.22173,0.471832,0.841409,-0.455217,1.78784,-0.822556,1.39926,0.241939,0.0475942
0.1,-0.32,0.8,1.39626,0.471832,0.841409,-0.455217,1.78784,-0.822556,1.57379,0.298953,0.0475942
0.1,-0.29,0.8,0,0.48868,0.851308,-0.337835,1.9298,-0.781825,0.00186028,0.353692,0.0461509
0.1,-0.29,0.8,0.174533,0.48868,0.851308,-0.337835,1.9298,-0.781825,0.176393,0.405739,0.0461509
0.1,-0.29,0.8,0.349066,0.48868,0.851308,-0.337835,1.9298,-0.781825,0.350926,0.454698,0.0461509
0.1,-0.29,0.8,0.523599,0.48868,0.851308,-0.337835,1.9298,-0.781825,0.525459,2.59838e-06,0.0461509
0.1,-0.29,0.8,0.698132,0.48868,0.851308,-0.337835,1.9298,-0.781825,0.699992,0.0616504,0.0461509
